Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
0,1,40.0,0,0,2034,0.0,0,0,5,2.0,5,5.0,5,5,5,5,3,5,5,31,39.0,1
1,1,25.0,0,0,1947,1.0,1,1,1,5.0,5,5.0,5,5,3,3,4,5,5,6,0.0,1
1,1,55.0,0,0,1884,4.0,4,1,4,3.0,4,5.0,4,4,4,5,4,4,5,4,2.0,1
1,1,56.0,0,0,444,3.0,3,3,3,4.0,1,3.0,5,5,4,5,2,5,5,1,0.0,1
1,1,34.0,0,0,931,4.0,4,4,4,4.0,4,4.0,4,4,4,4,4,4,5,0,0.0,1
1,1,7.0,1,1,1728,5.0,5,5,5,3.0,5,3.0,3,1,4,5,1,4,3,0,0.0,1
0,1,40.0,0,0,187,2.0,2,4,2,3.0,5,5.0,5,5,5,5,4,5,3,0,0.0,1
1,1,60.0,0,0,812,1.0,1,1,1,5.0,5,5.0,5,5,5,5,5,5,3,1,0.0,1
1,1,33.0,0,0,3286,3.0,1,1,1,4.0,4,4.0,4,2,5,2,5,1,4,0,0.0,1
0,1,20.0,1,2,533,3.0,4,3,2,5.0,3,1.0,5,5,3,4,3,5,5,42,24.0,0
1,1,38.0,0,0,101,5.0,5,5,5,4.0,5,5.0,5,5,5,4,4,5,2,0,0.0,1
1,1,51.0,0,0,731,3.0,5,5,5,4.0,5,5.0,5,5,5,5,4,5,4,0,0.0,1
0,1,44.0,0,0,190,3.0,3,3,3,1.0,3,3.0,3,3,3,3,1,3,3,0,0.0,0
0,1,44.0,0,0,1813,1.0,5,5,5,1.0,2,3.0,1,1,1,1,2,1,3,3,16.0,0
0,1,65.0,1,1,405,0.0,1,0,3,4.0,4,3.0,2,2,0,1,3,2,4,0,0.0,1
0,1,35.0,0,1,160,5.0,2,2,2,5.0,5,5.0,5,2,1,5,4,4,5,0,0.0,1
1,1,51.0,0,0,3103,4.0,4,4,4,3.0,1,4.0,4,4,4,4,4,4,4,0,0.0,1
1,1,43.0,0,1,406,5.0,2,2,2,5.0,5,5.0,5,1,4,4,1,1,5,2,0.0,1
0,1,56.0,0,0,377,3.0,3,3,3,5.0,2,2.0,4,4,5,4,1,4,4,34,32.0,1
1,1,26.0,0,1,1050,3.0,2,2,2,3.0,4,3.0,3,2,4,3,3,1,3,0,0.0,1
1,1,43.0,0,1,361,4.0,3,3,3,4.0,4,4.0,4,1,2,2,3,3,4,0,0.0,0
1,1,30.0,0,0,679,3.0,3,4,3,5.0,5,5.0,5,4,5,4,4,5,5,0,0.0,1
1,1,36.0,0,1,569,5.0,3,3,3,5.0,5,5.0,5,1,1,3,1,3,5,0,0.0,1
1,1,47.0,0,1,230,4.0,3,3,3,4.0,4,4.0,4,3,1,4,2,4,4,0,0.0,1
0,1,48.0,0,0,3111,5.0,5,4,5,4.0,5,4.0,4,4,4,4,4,4,3,2,1.0,1
0,0,24.0,0,0,1183,5.0,5,5,2,2.0,5,2.0,2,4,2,4,4,5,2,6,12.0,1
1,1,19.0,0,0,853,3.0,3,3,3,4.0,4,4.0,4,4,2,5,5,5,4,25,50.0,1
0,1,46.0,0,0,1799,5.0,5,5,5,4.0,4,4.0,4,4,4,4,3,4,5,3,0.0,1
1,1,33.0,0,0,109,3.0,3,3,3,4.0,4,5.0,4,2,3,4,4,5,4,0,1.0,1
0,0,23.0,0,1,852,5.0,5,5,4,3.0,5,4.0,3,3,3,4,5,4,3,0,0.0,1
1,1,65.0,0,0,479,2.0,2,5,2,3.0,5,4.0,5,5,5,5,5,5,3,11,13.0,1
1,1,44.0,0,0,2075,1.0,1,1,1,4.0,4,4.0,5,5,5,5,3,5,4,0,0.0,1
0,1,31.0,0,1,157,5.0,1,1,1,5.0,5,5.0,5,4,2,4,4,5,5,0,0.0,1
1,1,43.0,0,0,2154,4.0,4,4,4,2.0,4,5.0,4,4,4,4,3,4,3,15,15.0,1
1,1,57.0,0,0,334,1.0,1,1,1,5.0,5,4.0,4,4,4,4,4,4,5,0,3.0,1
0,1,47.0,0,0,528,2.0,2,2,2,5.0,5,4.0,4,4,4,4,4,4,4,0,0.0,1
1,1,53.0,0,0,2264,4.0,4,4,4,4.0,4,4.0,4,4,4,4,4,4,4,0,0.0,1
0,1,51.0,0,0,1065,1.0,1,1,1,3.0,4,4.0,5,5,5,5,3,5,4,16,17.0,1
1,1,34.0,0,0,3808,4.0,4,4,4,1.0,3,3.0,4,4,4,4,3,4,5,46,41.0,1
1,1,43.0,0,0,2551,1.0,1,1,1,3.0,5,5.0,3,3,3,3,5,3,5,3,0.0,1
0,1,56.0,0,0,2738,1.0,1,1,1,4.0,4,4.0,4,4,4,4,5,4,5,0,1.0,1
1,1,50.0,0,0,2563,5.0,5,5,5,2.0,4,5.0,5,5,5,5,4,5,5,0,0.0,1
0,0,45.0,0,0,1389,4.0,4,4,2,4.0,4,4.0,4,3,5,4,4,5,4,0,0.0,1
0,1,59.0,0,0,2599,2.0,2,2,2,2.0,5,4.0,5,5,5,5,4,5,4,0,2.0,1
1,0,43.0,0,0,164,4.0,4,4,3,1.0,4,4.0,1,4,4,5,5,4,1,0,0.0,1
1,1,39.0,0,0,589,2.0,2,2,2,5.0,5,5.0,2,2,3,2,3,2,5,3,1.0,1
1,1,60.0,0,0,1758,4.0,4,4,4,3.0,5,4.0,4,4,4,4,3,4,4,10,0.0,1
0,1,54.0,0,0,2253,2.0,2,2,2,5.0,4,5.0,4,4,4,4,4,4,4,13,0.0,1
1,0,29.0,0,0,1130,5.0,5,5,2,4.0,5,4.0,4,4,3,5,3,5,4,0,0.0,1
1,1,53.0,0,0,3716,3.0,3,3,3,3.0,5,4.0,5,5,5,5,3,5,3,15,6.0,1
1,1,27.0,0,1,376,4.0,2,2,2,4.0,4,4.0,4,2,2,5,1,2,4,4,6.0,1
1,1,45.0,0,0,271,2.0,2,4,2,2.0,5,5.0,4,4,4,4,5,4,5,0,0.0,1
0,0,24.0,0,1,1108,5.0,3,3,4,2.0,5,2.0,2,1,4,5,3,1,2,0,0.0,1
1,0,27.0,0,0,134,2.0,1,1,2,2.0,1,3.0,2,3,3,4,3,5,2,0,0.0,0
1,1,47.0,0,0,372,2.0,2,2,2,2.0,4,5.0,4,4,5,4,5,4,4,0,2.0,1
1,1,40.0,0,1,214,4.0,4,4,4,4.0,4,4.0,4,5,1,1,1,3,4,0,0.0,1
0,0,37.0,0,1,570,4.0,1,4,3,5.0,4,5.0,5,4,4,4,1,3,5,0,0.0,0
1,0,27.0,0,0,1106,5.0,5,5,1,5.0,2,2.0,3,5,4,5,2,5,2,272,262.0,1
0,1,57.0,0,0,2667,0.0,5,0,4,4.0,4,4.0,2,2,2,2,4,2,5,89,78.0,1
0,1,21.0,0,0,1504,5.0,5,1,5,5.0,5,5.0,5,5,2,4,4,4,5,12,6.0,1
0,1,52.0,0,1,427,4.0,4,4,4,3.0,5,5.0,4,4,4,4,5,4,4,3,10.0,1
1,1,38.0,0,0,2809,3.0,3,3,3,4.0,4,5.0,5,5,5,5,5,5,3,0,0.0,1
0,1,32.0,0,2,2717,4.0,5,5,5,4.0,4,4.0,1,5,4,1,4,2,4,0,0.0,1
1,1,53.0,0,0,2114,3.0,3,3,3,2.0,5,4.0,4,4,4,4,4,4,3,0,0.0,1
0,1,41.0,0,0,2586,3.0,3,3,3,5.0,5,5.0,4,4,4,4,5,4,3,0,0.0,1
1,1,34.0,0,2,359,4.0,4,4,4,4.0,4,4.0,4,2,3,3,5,2,4,0,0.0,1
1,1,47.0,0,0,3530,4.0,4,4,4,4.0,5,4.0,4,4,5,4,3,4,4,0,4.0,1
0,1,46.0,0,0,1514,3.0,3,3,3,4.0,5,5.0,4,4,4,4,4,4,5,1,0.0,1
0,1,53.0,0,0,802,4.0,4,4,4,5.0,5,5.0,5,5,5,5,4,5,5,45,37.0,1
1,1,55.0,0,1,596,2.0,3,3,3,2.0,2,4.0,2,3,3,4,5,4,2,0,0.0,1
0,1,47.0,0,0,1712,2.0,2,2,2,5.0,5,4.0,5,5,5,5,4,5,5,0,9.0,1
1,1,45.0,0,1,986,4.0,2,2,2,4.0,4,4.0,4,5,1,1,5,3,4,0,0.0,1
0,1,39.0,0,0,3558,0.0,0,0,4,2.0,5,4.0,3,3,3,5,5,3,5,0,0.0,1
1,1,54.0,0,1,361,5.0,2,2,2,5.0,5,5.0,5,3,2,4,4,3,5,9,0.0,1
1,1,53.0,0,0,650,3.0,3,3,3,5.0,4,5.0,4,4,4,4,3,4,4,18,5.0,1
0,0,23.0,0,1,222,5.0,0,5,1,3.0,5,3.0,3,3,3,5,5,5,3,0,7.0,1
0,1,49.0,0,0,3162,5.0,1,5,5,5.0,4,5.0,3,3,2,3,5,3,3,0,0.0,1
0,1,29.0,0,2,413,4.0,4,4,4,4.0,4,4.0,4,4,2,2,2,5,4,0,0.0,1
0,1,51.0,0,0,1389,3.0,3,3,3,2.0,5,5.0,4,4,4,4,4,4,3,38,8.0,1
1,1,42.0,0,0,1778,2.0,2,2,2,4.0,5,4.0,4,4,4,4,4,4,3,35,45.0,1
0,1,50.0,0,0,547,3.0,2,2,2,3.0,5,4.0,3,3,3,3,3,3,4,0,0.0,1
0,1,35.0,0,0,337,5.0,5,5,5,2.0,4,5.0,4,4,4,4,3,4,5,54,40.0,1
0,1,19.0,1,1,248,4.0,4,4,2,2.0,4,2.0,2,5,2,5,4,5,2,0,0.0,1
0,1,54.0,1,1,484,4.0,0,4,4,5.0,4,5.0,4,4,4,5,3,4,4,0,0.0,1
1,1,45.0,0,0,3783,2.0,2,2,2,4.0,4,4.0,2,2,2,2,4,2,5,0,0.0,1
1,1,32.0,0,0,2429,5.0,5,5,5,4.0,4,4.0,4,3,4,5,4,2,4,0,0.0,1
0,1,47.0,0,2,854,5.0,3,3,3,5.0,5,5.0,5,5,5,5,2,5,2,17,28.0,1
1,0,15.0,0,1,1205,4.0,3,3,4,5.0,3,5.0,5,4,5,4,4,5,5,0,2.0,1
1,1,67.0,0,0,3583,3.0,3,3,3,3.0,5,4.0,5,5,5,5,3,5,4,26,15.0,1
1,1,53.0,0,0,2149,4.0,3,4,4,3.0,4,5.0,4,4,4,4,4,4,3,0,0.0,1
0,1,60.0,0,1,108,4.0,4,4,4,1.0,3,4.0,4,4,4,4,3,4,3,2,0.0,1
0,1,43.0,0,0,2203,5.0,5,5,5,3.0,5,4.0,4,4,4,4,5,4,3,0,1.0,1
1,1,54.0,0,0,1416,5.0,5,5,5,2.0,4,5.0,4,4,4,4,5,4,4,2,0.0,1
1,1,56.0,0,1,344,4.0,2,2,2,5.0,4,5.0,5,1,1,2,3,2,5,0,0.0,1
0,1,36.0,0,2,708,4.0,5,5,5,4.0,5,4.0,4,3,4,3,4,2,4,20,3.0,1
1,1,45.0,0,0,469,2.0,2,2,2,5.0,5,4.0,4,4,4,4,3,4,3,0,0.0,1
0,0,25.0,0,1,811,0.0,0,0,4,2.0,0,2.0,2,2,2,1,5,5,2,0,5.0,1
0,1,51.0,0,0,2486,4.0,4,5,4,4.0,4,5.0,4,4,4,4,4,4,5,0,0.0,1
0,1,29.0,0,1,936,4.0,1,1,1,4.0,4,4.0,1,3,3,5,4,4,4,195,184.0,1
0,1,42.0,0,0,2235,2.0,2,2,2,2.0,4,4.0,5,5,5,5,3,5,5,3,6.0,1
0,1,40.0,1,1,480,1.0,4,1,3,3.0,1,4.0,3,5,2,1,5,1,3,5,0.0,0
0,1,24.0,0,2,143,0.0,5,0,4,1.0,0,1.0,1,5,2,5,4,3,1,0,0.0,1
1,1,57.0,0,0,1746,5.0,5,5,5,5.0,4,5.0,5,5,5,5,5,5,4,0,0.0,1
1,0,23.0,0,1,184,2.0,2,2,2,3.0,2,3.0,3,2,3,1,4,2,3,28,21.0,0
0,1,55.0,0,1,719,5.0,3,2,3,3.0,3,1.0,5,5,5,5,1,5,2,0,0.0,1
1,1,39.0,0,0,507,5.0,5,5,5,5.0,5,4.0,5,5,5,5,3,5,3,11,1.0,1
1,1,39.0,0,0,1713,2.0,2,2,2,5.0,4,5.0,4,4,4,4,4,4,5,7,0.0,1
1,1,30.0,0,0,3875,5.0,2,5,5,5.0,5,5.0,5,5,4,4,4,4,5,0,0.0,1
1,1,60.0,0,0,3558,1.0,1,1,1,2.0,4,4.0,5,5,5,5,3,5,3,0,0.0,1
1,1,25.0,0,0,3808,5.0,5,5,5,2.0,2,2.0,2,4,3,4,5,4,2,0,0.0,1
1,1,24.0,0,0,2949,3.0,3,1,3,5.0,5,5.0,5,5,5,4,4,5,5,34,36.0,1
0,1,36.0,0,0,547,1.0,1,1,1,3.0,5,2.0,5,5,5,5,1,5,5,7,0.0,1
1,1,48.0,1,1,631,4.0,5,4,3,1.0,4,1.0,1,5,3,5,2,4,1,0,0.0,0
1,0,45.0,0,1,290,1.0,5,1,3,4.0,1,4.0,4,4,2,3,5,3,4,0,0.0,0
0,1,43.0,0,0,337,3.0,3,3,3,4.0,5,5.0,4,4,4,4,3,4,3,0,0.0,1
1,1,39.0,1,2,495,1.0,3,1,4,2.0,1,1.0,2,2,4,3,3,4,2,0,4.0,0
0,1,56.0,0,0,907,2.0,2,2,2,5.0,4,5.0,4,4,4,4,5,4,5,28,15.0,1
0,1,20.0,1,1,508,1.0,4,1,2,4.0,1,3.0,4,5,3,5,3,5,4,8,7.0,0
1,0,24.0,0,0,429,5.0,0,5,5,3.0,5,3.0,3,3,2,4,5,4,3,0,0.0,1
1,1,30.0,0,0,2901,3.0,3,3,3,5.0,5,5.0,5,5,4,5,3,5,5,0,20.0,1
1,1,39.0,0,0,3852,5.0,5,5,5,4.0,5,5.0,5,5,5,5,3,5,4,29,28.0,1
0,1,45.0,0,0,853,5.0,5,5,5,3.0,5,4.0,3,3,3,3,3,3,5,4,0.0,1
0,1,40.0,1,1,1045,4.0,5,4,4,2.0,4,3.0,2,5,4,5,5,4,2,0,0.0,1
1,1,39.0,0,0,1733,2.0,2,2,2,3.0,3,4.0,5,5,5,5,5,5,4,0,0.0,1
0,1,43.0,0,0,1735,1.0,1,3,1,4.0,5,4.0,5,5,5,5,4,5,5,0,0.0,1
0,1,12.0,1,1,1134,3.0,4,3,3,5.0,3,5.0,5,3,4,4,5,5,5,9,11.0,0
0,1,32.0,0,0,1687,5.0,5,5,5,3.0,4,3.0,3,3,2,4,3,4,3,0,0.0,1
0,1,56.0,0,0,3294,4.0,4,4,4,2.0,3,3.0,4,4,4,4,3,4,4,83,79.0,1
1,1,29.0,0,0,1549,5.0,5,2,5,5.0,5,5.0,5,5,4,4,5,5,5,13,8.0,1
1,1,46.0,0,0,1009,3.0,3,3,3,3.0,5,5.0,4,4,4,4,4,4,5,0,0.0,1
1,1,23.0,0,0,1090,5.0,5,5,5,2.0,2,4.0,2,3,2,4,3,5,2,5,5.0,1
0,1,60.0,0,0,2777,4.0,4,4,4,3.0,5,5.0,3,3,4,3,5,3,5,0,0.0,1
1,1,43.0,0,0,3829,5.0,3,5,5,3.0,4,4.0,4,4,4,4,3,4,3,87,74.0,1
1,1,51.0,0,0,3529,5.0,5,5,5,2.0,5,5.0,4,4,4,4,5,4,5,0,2.0,1
1,1,63.0,0,1,134,5.0,4,4,4,5.0,5,4.0,5,3,1,2,2,3,5,0,0.0,1
0,1,23.0,0,2,289,5.0,1,1,1,5.0,5,4.0,5,5,3,1,5,4,5,17,5.0,1
0,1,55.0,0,0,102,3.0,3,5,3,4.0,1,5.0,3,3,4,4,3,3,1,0,0.0,1
1,1,24.0,0,0,337,1.0,1,1,1,4.0,5,4.0,4,3,3,4,5,5,4,0,8.0,1
1,1,43.0,0,0,409,3.0,3,3,3,5.0,4,5.0,4,4,4,4,4,4,3,0,0.0,1
0,1,48.0,0,0,2501,3.0,3,3,3,5.0,4,4.0,5,5,5,5,4,5,4,0,0.0,1
0,1,32.0,0,0,590,2.0,2,2,2,5.0,5,5.0,5,5,3,5,4,5,5,11,6.0,1
0,1,38.0,1,1,854,3.0,4,3,1,3.0,3,3.0,3,5,3,5,4,5,3,0,0.0,0
1,1,61.0,1,2,432,2.0,3,2,3,1.0,2,1.0,1,4,4,3,2,3,1,21,9.0,0
0,1,46.0,0,0,1212,1.0,1,3,1,5.0,4,4.0,5,5,5,5,5,5,4,0,5.0,1
0,1,56.0,0,1,261,4.0,2,2,2,3.0,5,2.0,4,4,4,4,3,4,5,0,0.0,1
0,1,52.0,0,0,3184,4.0,4,5,4,5.0,2,4.0,3,3,4,3,4,3,3,51,42.0,1
0,1,33.0,0,0,412,3.0,2,2,2,4.0,5,5.0,5,5,5,5,2,5,2,0,0.0,1
0,1,24.0,0,0,2566,3.0,3,3,3,4.0,4,3.0,4,1,2,4,4,2,4,0,0.0,1
1,1,43.0,0,0,1511,4.0,4,4,4,5.0,4,5.0,4,4,4,4,3,4,3,0,30.0,1
0,1,57.0,0,0,2468,4.0,2,4,4,4.0,4,5.0,4,4,4,4,3,4,4,0,0.0,1
0,1,58.0,0,0,323,1.0,1,3,1,1.0,3,4.0,4,4,4,4,4,4,5,52,46.0,1
0,1,43.0,0,0,1218,3.0,3,3,3,4.0,4,4.0,4,4,4,4,4,4,3,5,0.0,1
1,1,55.0,0,2,432,1.0,3,3,3,1.0,1,1.0,1,4,2,4,2,3,1,0,2.0,0
0,0,17.0,0,1,859,2.0,2,2,3,3.0,2,2.0,3,1,4,4,3,4,3,39,17.0,0
0,1,35.0,1,1,395,5.0,5,2,2,2.0,2,2.0,2,3,5,4,3,5,2,0,4.0,1
0,1,38.0,0,0,3522,3.0,5,3,3,5.0,5,4.0,3,3,4,3,4,3,5,5,15.0,1
1,1,42.0,0,0,1547,1.0,1,1,1,5.0,4,4.0,4,4,4,4,5,4,4,28,26.0,1
0,1,42.0,0,0,522,5.0,2,5,5,5.0,4,4.0,5,5,5,5,4,5,4,1,0.0,1
1,1,13.0,0,0,3350,3.0,3,3,3,5.0,5,5.0,5,3,5,4,3,4,5,13,0.0,1
0,1,44.0,1,1,2475,3.0,4,4,3,4.0,5,5.0,4,5,3,5,5,3,5,0,0.0,0
0,1,26.0,0,0,2275,3.0,3,3,3,4.0,4,4.0,4,4,4,5,5,5,4,33,17.0,1
1,1,43.0,0,0,2394,5.0,5,5,5,4.0,4,4.0,3,4,5,5,4,5,4,189,185.0,1
1,1,42.0,0,0,2256,1.0,1,1,1,5.0,4,4.0,5,5,5,4,4,5,4,9,5.0,1
1,1,54.0,0,0,685,1.0,1,1,1,4.0,5,5.0,5,5,5,5,3,5,5,0,8.0,1
0,1,59.0,0,0,1142,5.0,5,5,5,2.0,5,4.0,5,5,4,5,4,5,3,0,0.0,1
1,1,56.0,0,0,3081,4.0,4,4,4,4.0,5,5.0,4,4,4,4,5,4,3,0,0.0,1
1,1,26.0,0,0,2586,4.0,4,4,4,5.0,5,5.0,5,4,5,4,5,5,5,35,9.0,1
0,1,41.0,0,0,3249,3.0,3,3,3,4.0,5,5.0,3,3,3,3,4,3,4,0,0.0,1
1,1,49.0,0,0,1325,4.0,4,4,4,3.0,5,5.0,4,4,4,4,5,4,3,0,0.0,1
0,1,40.0,0,0,1817,1.0,1,2,1,4.0,5,4.0,4,4,4,4,2,4,5,68,68.0,1
0,0,17.0,0,1,876,2.0,2,2,4,2.0,2,2.0,2,3,1,3,4,4,2,2,0.0,0
1,0,20.0,0,1,438,4.0,0,4,5,2.0,4,5.0,2,4,4,2,4,3,2,0,0.0,1
0,1,69.0,1,1,1012,4.0,4,4,3,5.0,1,4.0,2,2,4,2,1,2,2,0,0.0,1
0,1,41.0,0,0,347,3.0,3,3,3,5.0,1,3.0,5,5,5,5,1,5,1,0,0.0,1
0,1,43.0,0,1,1065,4.0,1,1,1,4.0,4,4.0,4,2,1,4,3,3,4,0,0.0,1
0,1,43.0,0,1,667,4.0,3,3,3,5.0,4,1.0,4,4,4,4,2,4,3,0,0.0,1
1,1,49.0,0,0,1778,5.0,5,5,5,1.0,2,4.0,5,5,5,5,4,5,1,0,0.0,1
1,1,46.0,0,0,1572,1.0,1,1,1,4.0,5,4.0,4,4,4,4,5,4,3,0,0.0,1
0,1,57.0,0,0,3038,3.0,3,3,3,3.0,4,4.0,5,5,5,5,4,5,5,0,0.0,1
1,1,61.0,0,1,209,5.0,2,2,2,5.0,5,5.0,5,5,3,4,5,4,5,0,0.0,1
0,1,44.0,0,1,464,4.0,3,3,3,1.0,4,3.0,4,4,4,4,2,4,5,0,0.0,1
0,1,35.0,0,0,164,5.0,5,5,5,2.0,4,5.0,5,5,5,5,5,5,5,33,29.0,1
1,1,29.0,0,0,1927,5.0,5,5,5,4.0,4,4.0,4,5,5,5,5,5,4,2,0.0,1
1,1,50.0,0,1,347,4.0,3,3,3,4.0,4,4.0,4,2,5,4,4,5,4,0,1.0,1
1,1,40.0,0,0,2314,1.0,1,1,1,5.0,1,1.0,4,4,4,4,5,4,2,0,0.0,1
0,1,51.0,0,0,2187,2.0,2,2,2,3.0,5,4.0,4,4,4,4,5,4,5,20,16.0,1
0,1,58.0,0,0,184,2.0,1,1,1,3.0,4,3.0,3,3,3,2,3,3,3,14,0.0,0
0,0,27.0,0,0,577,5.0,5,5,2,2.0,5,2.0,2,5,5,4,3,4,2,2,0.0,1
0,1,40.0,0,0,262,2.0,3,3,3,5.0,3,4.0,2,2,2,2,4,2,4,106,106.0,0
0,0,27.0,0,0,829,1.0,1,1,4,1.0,1,1.0,1,4,3,4,5,5,1,0,0.0,0
1,1,42.0,0,0,1521,3.0,3,3,3,5.0,5,4.0,5,5,5,5,4,5,5,18,9.0,1
1,1,53.0,0,0,3824,0.0,5,0,4,4.0,4,5.0,4,4,4,4,3,4,5,26,15.0,1
1,1,41.0,0,0,888,1.0,1,1,1,5.0,4,5.0,5,5,5,5,5,5,3,0,0.0,1
0,0,24.0,0,0,551,4.0,0,4,3,4.0,4,4.0,4,4,3,5,4,4,4,0,17.0,1
0,1,56.0,0,0,1521,3.0,1,1,1,2.0,4,4.0,4,4,4,4,3,4,4,0,4.0,1
1,1,30.0,0,0,472,5.0,5,5,5,4.0,4,4.0,4,3,2,5,4,4,4,27,20.0,1
0,1,47.0,0,0,2585,2.0,2,2,2,5.0,4,5.0,4,4,4,4,4,4,5,19,13.0,1
1,1,26.0,0,0,2253,5.0,5,2,5,5.0,5,5.0,5,2,3,5,5,4,5,189,191.0,1
0,1,50.0,0,0,474,3.0,2,3,3,5.0,3,2.0,3,3,3,3,3,3,2,0,0.0,1
1,1,46.0,0,0,3223,5.0,2,5,5,4.0,4,4.0,4,4,4,4,4,4,3,3,0.0,1
0,1,42.0,0,0,2751,4.0,4,4,4,3.0,5,5.0,4,4,4,4,5,4,4,17,22.0,1
1,1,34.0,0,0,1024,3.0,4,4,4,2.0,5,4.0,3,3,4,3,5,3,5,39,41.0,1
0,1,28.0,0,0,2751,3.0,3,3,3,5.0,5,5.0,5,4,5,3,2,4,5,0,0.0,1
1,1,38.0,0,0,408,2.0,2,2,2,2.0,2,4.0,4,4,4,4,3,4,3,0,0.0,1
1,1,20.0,1,1,787,3.0,5,3,2,5.0,3,5.0,5,2,4,3,5,2,5,4,19.0,0
1,0,43.0,0,1,409,5.0,0,5,4,3.0,5,3.0,3,3,2,5,5,5,3,0,0.0,1
0,1,44.0,0,0,3281,3.0,3,3,3,4.0,4,5.0,4,4,4,4,4,4,4,0,0.0,1
1,1,61.0,0,0,531,5.0,5,5,5,3.0,3,5.0,5,5,5,5,2,5,4,0,0.0,1
0,1,50.0,0,0,2624,2.0,2,2,2,4.0,5,5.0,5,5,5,5,3,5,4,9,30.0,1
1,1,39.0,0,1,321,4.0,5,5,5,4.0,4,4.0,4,2,2,4,3,2,4,8,27.0,1
0,1,46.0,0,0,1815,5.0,5,5,5,5.0,5,4.0,4,4,4,4,4,4,4,0,0.0,1
1,1,48.0,0,0,3948,5.0,5,5,5,2.0,4,4.0,5,5,5,5,4,5,4,0,0.0,1
1,1,33.0,0,1,569,3.0,5,3,5,5.0,5,5.0,5,2,3,3,4,5,5,0,0.0,1
1,1,55.0,0,0,2288,4.0,4,4,4,4.0,3,4.0,5,5,5,5,4,5,3,9,0.0,1
0,1,39.0,0,1,805,3.0,3,3,3,4.0,4,4.0,4,5,2,2,5,2,4,94,104.0,1
1,0,29.0,0,0,1183,4.0,4,4,3,5.0,4,5.0,5,5,4,5,1,2,5,0,2.0,1
0,1,47.0,0,0,2651,1.0,1,1,1,4.0,4,5.0,4,4,4,4,5,4,5,0,0.0,1
1,1,52.0,0,2,605,4.0,4,4,4,4.0,4,4.0,4,2,4,1,1,2,4,3,0.0,1
1,0,23.0,0,1,1504,2.0,2,2,3,4.0,2,4.0,4,3,3,1,5,3,4,6,12.0,1
0,1,30.0,1,1,147,4.0,5,4,2,1.0,4,1.0,1,3,5,4,4,4,1,0,0.0,1
0,1,29.0,0,0,1144,4.0,4,4,4,4.0,4,4.0,4,3,2,5,4,4,4,0,3.0,1
0,1,35.0,0,0,1488,4.0,4,4,4,3.0,4,5.0,5,5,5,5,4,5,5,2,0.0,1
0,1,53.0,1,1,546,4.0,2,4,2,3.0,3,2.0,3,3,4,4,2,3,1,15,4.0,1
0,1,54.0,1,2,1107,4.0,1,4,4,4.0,3,4.0,4,4,4,5,1,4,1,0,0.0,1
0,1,67.0,0,1,163,5.0,3,3,3,1.0,2,5.0,5,5,5,5,3,5,3,0,0.0,1
0,1,50.0,0,1,1076,4.0,3,3,3,1.0,4,2.0,4,4,4,4,2,4,3,19,0.0,1
1,1,57.0,0,0,433,5.0,5,5,5,3.0,4,3.0,5,5,5,5,1,5,5,7,23.0,1
0,1,51.0,0,0,304,4.0,4,4,4,4.0,5,5.0,5,5,5,5,3,5,3,3,2.0,1
1,1,49.0,0,1,544,3.0,1,1,1,3.0,3,3.0,3,1,5,4,5,5,3,0,0.0,1
0,1,37.0,0,0,2079,5.0,5,5,5,5.0,3,5.0,5,5,5,5,1,5,2,0,0.0,1
0,1,41.0,0,0,429,4.0,4,4,4,2.0,3,1.0,5,5,5,5,5,5,5,0,0.0,1
1,1,29.0,0,2,692,4.0,3,3,3,4.0,4,4.0,4,1,4,3,1,4,4,0,0.0,1
1,1,48.0,0,0,1703,4.0,4,4,4,2.0,5,5.0,5,5,5,5,4,5,4,0,0.0,1
0,1,48.0,0,0,1718,4.0,4,4,4,4.0,5,4.0,4,4,4,4,5,4,5,0,0.0,1
1,1,12.0,0,2,817,2.0,3,1,3,2.0,2,1.0,2,3,4,3,4,3,2,0,0.0,0
1,1,44.0,0,0,2533,1.0,1,4,1,4.0,5,4.0,4,4,4,4,4,4,3,5,0.0,1
1,0,44.0,0,1,109,5.0,0,5,4,4.0,5,4.0,4,2,1,5,5,4,4,5,9.0,1
1,1,20.0,0,0,1529,5.0,5,5,5,4.0,4,4.0,4,2,2,5,4,1,4,4,0.0,1
0,1,50.0,0,0,1723,1.0,1,4,1,5.0,5,5.0,5,2,4,4,5,5,5,159,168.0,1
1,1,45.0,0,1,1008,4.0,1,3,3,4.0,4,4.0,4,1,4,2,5,2,4,60,63.0,1
0,1,60.0,0,1,501,5.0,4,4,4,5.0,4,5.0,5,5,5,5,2,5,1,0,0.0,1
1,1,60.0,0,0,3889,4.0,4,4,4,4.0,5,5.0,4,4,4,4,4,4,5,0,0.0,1
0,1,23.0,0,1,1091,5.0,2,3,3,5.0,5,3.0,5,1,5,4,2,1,5,0,0.0,1
0,1,49.0,0,0,980,5.0,5,5,5,4.0,4,5.0,5,5,5,5,4,5,4,0,0.0,1
